timestamp,x_g,y_g,f_g
2026-05-05T10:57:12.223,0.0000,0.7032,0.6564
2026-05-05T10:57:12.313,-0.1875,0.9845,0.4219
2026-05-05T10:57:12.403,0.0000,1.1252,0.5626
2026-05-05T10:57:12.538,-0.0469,0.8439,0.3282
2026-05-05T10:57:12.628,0.7032,0.4219,0.4219
2026-05-05T10:57:12.718,-0.0469,0.8908,0.4688
2026-05-05T10:57:12.853,-0.1875,1.1721,0.4688
2026-05-05T10:57:12.943,0.2344,1.0783,0.6095
2026-05-05T10:57:13.033,0.0938,1.0783,0.8439
2026-05-05T10:57:13.123,-0.1406,0.8908,0.6564
2026-05-05T10:57:13.258,-0.3282,1.0314,0.4219
2026-05-05T10:57:13.348,-0.2813,1.1252,0.0938
2026-05-05T10:57:13.438,-0.2813,1.2189,0.0000
2026-05-05T10:57:13.573,-0.1406,0.9376,0.1406
2026-05-05T10:57:13.663,-0.0938,0.9376,0.0469
2026-05-05T10:57:13.753,0.0000,0.9845,-0.0938
2026-05-05T10:57:13.843,-0.2813,1.0783,0.0469
2026-05-05T10:57:13.978,-0.3282,1.0783,0.2344
2026-05-05T10:57:14.068,-0.2344,0.7032,0.1406
2026-05-05T10:57:14.158,-0.3282,0.5157,0.2344
2026-05-05T10:57:14.293,-0.4688,0.8439,0.1875
2026-05-05T10:57:14.383,-0.7032,1.0314,0.1875
2026-05-05T10:57:14.473,-0.6095,0.9845,0.2344
2026-05-05T10:57:14.563,-0.2344,1.1252,0.0938
2026-05-05T10:57:14.698,-0.0938,0.8908,0.0469
2026-05-05T10:57:14.788,-0.0938,0.7970,0.0938
2026-05-05T10:57:14.878,-0.3751,0.3282,0.5157
2026-05-05T10:57:15.013,-0.7970,1.2658,-0.1406
2026-05-05T10:57:15.103,-0.8439,0.3751,0.5157
2026-05-05T10:57:15.193,-0.3282,0.6095,1.0783
2026-05-05T10:57:15.283,-0.9845,0.5157,0.2813
2026-05-05T10:57:15.418,-0.8439,0.3751,0.4219
2026-05-05T10:57:15.508,-0.9845,0.3282,0.5157
2026-05-05T10:57:15.598,-0.5626,0.1406,0.4688
2026-05-05T10:57:15.733,-0.7970,0.3282,0.4688
2026-05-05T10:57:15.823,-0.6095,0.0938,0.8439
2026-05-05T10:57:15.913,-0.4219,0.2344,0.5626
2026-05-05T10:57:16.003,-0.4688,0.0938,0.7970
2026-05-05T10:57:16.138,-0.2813,0.3282,0.7032
2026-05-05T10:57:16.228,-0.3282,0.2344,0.7970
2026-05-05T10:57:16.318,-0.2813,0.2813,0.8908
2026-05-05T10:57:16.453,-0.3282,0.2344,0.8439
2026-05-05T10:57:16.543,-0.0938,0.0000,1.0783
2026-05-05T10:57:16.633,0.5626,-0.5157,1.2189
2026-05-05T10:57:16.768,-0.0938,0.1406,0.9376
2026-05-05T10:57:16.858,-0.0469,0.0469,0.8908
2026-05-05T10:57:16.948,-0.1406,0.0938,0.9845
2026-05-05T10:57:17.038,-0.0938,0.0469,1.0314
2026-05-05T10:57:17.173,-0.0469,0.1875,0.8908
2026-05-05T10:57:17.263,-0.0469,0.0938,1.0314
2026-05-05T10:57:17.353,0.4688,0.1406,0.8439
2026-05-05T10:57:17.488,-0.0938,0.0469,1.0314
2026-05-05T10:57:17.578,-0.0469,0.0938,0.9845
2026-05-05T10:57:17.668,-0.0469,0.1406,1.0314
2026-05-05T10:57:17.758,-0.1406,0.1406,1.0314
2026-05-05T10:57:17.893,-0.1406,0.1406,1.0314
2026-05-05T10:57:17.984,0.0000,0.0938,0.7501
2026-05-05T10:57:18.073,-0.0938,0.2813,0.9845
2026-05-05T10:57:18.208,-0.1875,0.3282,0.7501
2026-05-05T10:57:18.298,-0.4688,0.1406,0.9845
2026-05-05T10:57:18.388,-0.1406,0.3751,0.7032
2026-05-05T10:57:18.478,-0.3751,0.4688,0.7032
2026-05-05T10:57:18.613,-0.5157,0.2813,0.9845
2026-05-05T10:57:18.703,-0.0469,0.4688,0.8908
2026-05-05T10:57:18.793,-0.1875,0.5157,0.8439
2026-05-05T10:57:18.928,-0.1875,0.5157,0.7970
2026-05-05T10:57:19.018,-0.2344,0.5626,0.7970
2026-05-05T10:57:19.108,-0.0938,0.5157,0.8439
2026-05-05T10:57:19.198,-0.1406,0.4688,0.7970
2026-05-05T10:57:19.333,-0.0469,0.4219,0.8908
2026-05-05T10:57:19.423,-0.0938,0.5157,0.8908
2026-05-05T10:57:19.513,0.0000,0.5157,0.7970
2026-05-05T10:57:19.648,-0.0469,0.4688,0.8908
2026-05-05T10:57:19.738,0.0469,0.4688,0.9376
2026-05-05T10:57:19.828,-0.0469,0.3751,0.9376
2026-05-05T10:57:19.918,-0.0469,0.4219,0.9376
2026-05-05T10:57:20.053,-0.0938,0.3751,0.9376
2026-05-05T10:57:20.143,-0.0938,0.3751,0.9845
2026-05-05T10:57:20.233,-0.0938,0.4219,0.9376
2026-05-05T10:57:20.369,-0.1875,0.4219,0.9845
2026-05-05T10:57:20.459,-0.1406,0.3751,0.8439
2026-05-05T10:57:20.548,-0.1875,0.2344,0.9376
2026-05-05T10:57:20.683,-0.0938,0.2344,0.8908
2026-05-05T10:57:20.773,-0.0938,0.3282,0.8908
2026-05-05T10:57:20.864,-0.0938,0.2813,0.9376
2026-05-05T10:57:20.953,-0.0938,0.2344,0.9376
2026-05-05T10:57:21.088,-0.1406,0.3282,0.8908
2026-05-05T10:57:21.178,-0.0938,-0.0938,0.8908
2026-05-05T10:57:21.268,-0.1875,0.1875,0.9376
2026-05-05T10:57:21.403,-0.1875,0.3282,0.9376
2026-05-05T10:57:21.493,-0.1406,0.2813,1.0000
2026-05-05T10:57:21.583,-0.1406,0.3282,1.0000
2026-05-05T10:57:21.673,-0.1406,0.3282,1.0000
2026-05-05T10:57:21.808,-0.1406,0.3751,1.0000
2026-05-05T10:57:21.898,-0.0469,0.3751,1.0000
2026-05-05T10:57:21.988,-0.0938,0.3282,1.0000
2026-05-05T10:57:22.123,-0.0469,0.3282,0.9376
2026-05-05T10:57:22.213,0.0938,0.4219,0.9845
2026-05-05T10:57:22.303,0.0000,0.2813,0.9376
2026-05-05T10:57:22.393,0.0000,0.3282,1.0314
2026-05-05T10:57:22.528,-0.0469,0.3751,0.9845
2026-05-05T10:57:22.618,-0.0469,0.3751,0.9376
2026-05-05T10:57:22.709,-0.0938,0.3282,0.9845
2026-05-05T10:57:22.843,0.0469,0.3282,0.9845
2026-05-05T10:57:22.933,-0.0469,0.2344,0.9376
2026-05-05T10:57:23.023,0.0000,0.2813,1.0314
2026-05-05T10:57:23.113,0.0469,0.2344,0.9376
2026-05-05T10:57:23.248,0.0469,0.2813,1.0314
2026-12-05T00:55:36.182,0.1900,0.0000,1.0000
2026-12-05T00:55:36.189,0.1900,0.0000,1.0000
2026-12-05T00:55:36.212,0.1900,0.0500,1.0000
2026-12-05T00:55:36.217,0.1900,0.0900,1.0000
2026-12-05T00:55:36.222,0.1400,0.0000,1.0000
2026-12-05T00:55:36.226,0.1400,-0.0500,1.0000
2026-12-05T00:55:36.230,0.1900,0.0500,1.0000
2026-12-05T00:55:36.236,0.1400,0.0000,1.0000
2026-12-05T00:55:36.241,0.1900,-0.0500,1.0000
2026-12-05T00:55:36.259,0.1900,0.0000,1.0000
2026-12-05T00:55:36.274,0.1400,-0.0500,1.0000
2026-12-05T00:55:36.279,0.1400,0.0000,1.0000
2026-12-05T00:55:36.284,0.2300,0.0000,1.0000
2026-12-05T00:55:36.289,0.1900,-0.0500,1.0000
2026-12-05T00:55:36.294,0.1900,-0.0500,1.0000
2026-12-05T00:55:36.321,0.1900,0.0000,1.0000
2026-12-05T00:55:36.326,0.1900,-0.0900,1.0000
2026-12-05T00:55:36.331,0.0900,-0.0500,1.0000
2026-12-05T00:55:36.336,0.1400,0.0500,1.0000
2026-12-05T00:55:36.354,0.1400,0.0000,1.0000
2026-12-05T00:55:36.359,0.1900,0.0500,1.0000
2026-12-05T00:55:36.385,0.1400,-0.0500,1.0000
2026-12-05T00:55:36.401,0.1900,0.0500,1.0000
2026-12-05T00:55:36.405,0.1900,0.0000,1.0000
2026-12-05T00:55:36.432,0.1400,-0.0500,1.0000
2026-12-05T00:55:36.437,0.1900,0.0000,1.0000
2026-12-05T00:55:36.442,0.1900,-0.0500,1.0000
2026-12-05T00:55:36.447,0.1900,-0.0500,1.0000
2026-12-05T00:55:36.462,0.0900,0.0000,1.0000
2026-12-05T00:55:36.468,0.1900,0.0000,1.0000
2026-12-05T00:55:36.493,0.1400,0.0000,1.0000
2026-12-05T00:55:36.509,0.1900,0.0000,1.0000
2026-12-05T00:55:36.512,0.1900,0.0000,1.0000
2026-12-05T00:55:36.518,0.1400,0.0000,1.0000
2026-12-05T00:55:36.539,0.1900,0.0000,1.0000
2026-12-05T00:55:36.543,0.2300,-0.0500,1.0000
2026-12-05T00:55:36.549,0.1400,0.0000,1.0000
2026-12-05T00:55:36.554,0.0900,0.0000,1.0000
2026-12-05T00:55:36.571,0.1900,0.0000,1.0000
2026-12-05T00:55:36.575,0.1400,-0.0500,1.0000
2026-12-05T00:55:36.601,0.1400,0.0000,1.0000
2026-12-05T00:55:36.605,0.1400,0.0000,1.0000
2026-12-05T00:55:36.611,0.1900,-0.0500,1.0000
2026-12-05T00:55:36.618,0.1400,0.0000,1.0000
2026-12-05T00:55:36.629,0.1400,-0.0500,1.0000
2026-12-05T00:55:36.635,0.1900,0.0000,1.0000
2026-12-05T00:55:36.639,0.1400,0.0000,1.0000
2026-12-05T00:55:36.663,0.1900,0.0000,1.0000
2026-12-05T00:55:36.679,0.1900,0.0500,1.0000
2026-12-05T00:55:36.685,0.1900,-0.0500,1.0000
2026-12-05T00:55:36.688,0.1900,-0.0500,1.0000
2026-12-05T00:55:36.693,0.1900,0.0000,1.0000
2026-12-05T00:55:36.700,0.1900,0.0000,1.0000
2026-12-05T00:55:36.704,0.1900,-0.0500,1.0000
2026-12-05T00:55:36.710,0.1400,-0.0500,1.0000
2026-12-05T00:55:36.714,0.1400,-0.0500,1.0000
2026-12-05T00:55:36.721,0.0900,-0.0500,1.0000
2026-12-05T00:55:36.726,0.1900,0.0000,1.0000
2026-12-05T00:55:36.741,0.1400,0.0500,1.0000
2026-12-05T00:55:36.756,0.1900,0.0000,1.0000
2026-12-05T00:55:36.852,0.1400,0.0500,1.0000
2026-12-05T00:55:36.867,0.1400,-0.0500,1.0000
2026-12-05T00:55:36.872,0.1400,0.0000,1.0000
2026-12-05T00:55:36.875,0.1900,0.0500,1.0000
2026-12-05T00:55:36.881,0.1900,0.0000,1.0000
2026-12-05T00:55:36.898,0.1400,0.0000,1.0000
2026-12-05T00:55:36.903,0.0900,-0.0500,1.0000
2026-12-05T00:55:36.928,0.1900,0.0000,1.0000
2026-12-05T00:55:36.945,0.2300,-0.0500,1.0000
2026-12-05T00:55:37.007,0.2300,0.0000,1.0000
2026-12-05T00:55:37.013,0.1400,0.0000,1.0000
2026-12-05T00:55:37.038,0.1900,0.0000,1.0000
2026-12-05T00:55:37.045,0.1400,0.0500,1.0000
2026-12-05T00:55:37.050,0.1900,0.0500,1.0000
2026-12-05T00:55:37.069,0.1900,-0.0500,1.0000
2026-12-05T00:55:37.085,0.1900,-0.0500,1.0000
2026-12-05T00:55:37.089,0.1900,0.0000,1.0000
2026-12-05T00:55:37.116,0.1900,-0.0500,1.0000
2026-12-05T00:55:37.132,0.1900,-0.0500,1.0000
2026-12-05T00:55:37.147,0.0900,-0.0500,1.0000
2026-12-05T00:55:37.153,0.1900,0.0000,1.0000
2026-12-05T00:55:37.158,0.1900,0.0000,1.0000
2026-12-05T00:55:37.162,0.1400,0.0000,1.0000
2026-12-05T00:55:37.192,0.1900,0.0000,1.0000
2026-12-05T00:55:37.197,0.1400,0.0000,1.0000
2026-12-05T00:55:37.202,0.1400,-0.0500,1.0000
2026-12-05T00:55:37.223,0.1400,-0.0500,1.0000
2026-12-05T00:55:37.239,0.0900,0.0000,1.0000
2026-12-05T00:55:37.243,0.1400,-0.0500,1.0000
2026-12-05T00:55:37.269,0.1400,0.0000,1.0000
2026-12-05T00:55:37.284,0.1400,-0.0500,1.0000
2026-12-05T00:55:37.289,0.1900,0.0000,1.0000
2026-12-05T00:55:37.316,0.1400,0.0500,1.0000
2026-12-05T00:55:37.321,0.1900,-0.0500,1.0000
2026-12-05T00:55:37.324,0.1900,-0.0500,1.0000
2026-12-05T00:55:37.347,0.1400,-0.0500,1.0000
2026-12-05T00:55:37.351,0.1900,0.0000,1.0000
2026-12-05T00:55:37.356,0.1900,-0.0500,1.0000
2026-12-05T00:55:37.363,0.1400,0.0000,1.0000
2026-12-05T00:55:37.370,0.1400,-0.0500,1.0000
2026-12-05T00:55:37.392,0.1400,0.0000,1.0000
2026-12-05T00:55:37.398,0.1900,0.0500,1.0000
2026-12-05T00:55:37.404,0.1400,-0.0500,1.0000
2026-12-05T00:55:37.409,0.1900,0.0000,1.0000
2026-12-05T00:55:37.413,0.1900,-0.0500,1.0000
2026-12-05T00:55:37.420,0.1900,0.0000,1.0000
2026-12-05T00:55:37.424,0.1900,0.0000,1.0000
2026-12-05T00:55:37.431,0.1900,0.0000,1.0000
2026-12-05T00:55:37.454,0.1400,0.0000,1.0000
2026-12-05T00:55:37.462,0.1400,0.0000,1.0000
2026-12-05T00:55:37.473,0.1400,0.0000,1.0000
2026-12-05T00:55:37.480,0.1400,0.0000,1.0000
2026-12-05T00:55:37.488,0.1900,-0.0500,1.0000
2026-12-05T00:55:37.494,0.1400,-0.0500,1.0000
2026-12-05T00:55:37.500,0.1400,-0.0500,1.0000
2026-12-05T00:55:37.505,0.1400,-0.0500,1.0000
2026-12-05T00:55:37.510,0.1900,0.0000,1.0000
2026-12-05T00:55:37.534,0.1900,0.0500,1.0000
2026-12-05T00:55:37.549,0.1400,0.0000,1.0000
2026-12-05T00:55:37.555,0.1400,-0.0500,1.0000
2026-12-05T00:55:37.580,0.1900,0.0000,1.0000
2026-12-05T00:55:37.585,0.1400,-0.0500,1.0000
2026-12-05T00:55:37.591,0.1900,-0.0500,1.0000
2026-12-05T00:55:37.596,0.1400,0.0000,1.0000
2026-12-05T00:55:37.602,0.1400,0.0500,1.0000
2026-12-05T00:55:37.609,0.1400,0.0500,1.0000
2026-12-05T00:55:37.615,0.1900,0.0500,1.0000
2026-12-05T00:55:37.641,0.1400,0.0000,1.0000
2026-12-05T00:55:37.657,0.1400,0.0000,1.0000
2026-12-05T00:55:37.661,0.1900,-0.0500,1.0000
2026-12-05T00:55:37.666,0.1900,-0.0500,1.0000
2026-12-05T00:55:37.672,0.2300,0.0500,1.0000
2026-12-05T00:55:37.703,0.1400,-0.0500,1.0000
2026-12-05T00:55:37.708,0.1900,0.0000,1.0000
2026-12-05T00:55:37.734,0.1400,0.0000,1.0000
2026-12-05T00:55:37.749,0.1900,0.0000,1.0000
2026-12-05T00:55:37.753,0.1400,0.0000,1.0000
2026-12-05T00:55:37.758,0.1400,0.0000,1.0000
2026-12-05T00:55:37.764,0.1900,0.0000,1.0000
2026-12-05T00:55:37.773,0.1400,0.0000,1.0000
2026-12-05T00:55:37.783,0.1400,0.0000,1.0000
2026-12-05T00:55:37.810,0.1900,0.0500,1.0000
2026-12-05T00:55:37.815,0.1900,-0.0500,1.0000
2026-12-05T00:55:37.821,0.1900,-0.0500,1.0000
2026-12-05T00:55:37.841,0.1900,0.0500,1.0000
2026-12-05T00:55:37.857,0.1900,0.0000,1.0000
2026-12-05T00:55:37.861,0.1900,-0.0500,1.0000
2026-12-05T00:55:37.868,0.1900,0.0000,1.0000
2026-12-05T00:55:37.875,0.1900,0.0000,1.0000
2026-12-05T00:55:37.881,0.1400,-0.0500,1.0000
2026-12-05T00:55:37.889,0.1400,0.0000,1.0000
2026-12-05T00:55:37.895,0.1400,0.0000,1.0000
2026-12-05T00:55:37.903,0.1900,0.0000,1.0000
2026-12-05T00:55:37.909,0.1400,0.0000,1.0000
2026-12-05T00:55:37.935,0.1900,0.0500,1.0000
2026-12-05T00:55:37.951,0.1900,0.0000,1.0000
2026-12-05T00:55:37.956,0.1400,0.0000,1.0000
2026-12-05T00:55:37.983,0.1400,0.0000,1.0000
2026-12-05T00:55:37.988,0.1900,0.0000,1.0000
2026-12-05T00:55:38.014,0.1400,0.0500,1.0000
2026-12-05T00:55:38.029,0.1400,-0.0500,1.0000
2026-12-05T00:55:38.046,0.1400,0.0500,1.0000
2026-12-05T00:55:38.052,0.1400,0.0500,1.0000
2026-12-05T00:55:38.058,0.1900,0.0000,1.0000
2026-12-05T00:55:38.077,0.1900,0.0000,1.0000
2026-12-05T00:55:38.093,0.1900,0.0000,1.0000
2026-12-05T00:55:38.108,0.2300,0.0000,1.0000
2026-12-05T00:55:38.111,0.1900,0.0500,1.0000
2026-12-05T00:55:38.117,0.1400,0.0000,1.0000
2026-12-05T00:55:38.138,0.0900,0.0000,1.0000
2026-12-05T00:55:38.142,0.2300,0.0000,1.0000
2026-12-05T00:55:38.148,0.1400,0.0000,1.0000
2026-12-05T00:55:38.155,0.1400,0.0000,1.0000
2026-12-05T00:55:38.160,0.1400,0.0000,1.0000
2026-12-05T00:55:38.165,0.1400,0.0000,1.0000
2026-12-05T00:55:38.172,0.1400,0.0000,1.0000
2026-12-05T00:55:38.176,0.1900,0.0500,1.0000
2026-12-05T00:55:38.201,0.1400,0.0000,1.0000
2026-12-05T00:55:38.205,0.1900,0.0000,1.0000
2026-12-05T00:55:38.231,0.1900,0.0000,1.0000
2026-12-05T00:55:38.246,0.1900,-0.0500,1.0000
2026-12-05T00:55:38.253,0.2300,-0.0500,1.0000
2026-12-05T00:55:38.277,0.1900,0.0000,1.0000
2026-12-05T00:55:38.293,0.1900,0.0000,1.0000
2026-12-05T00:55:38.308,0.1400,-0.0500,1.0000
2026-12-05T00:55:38.322,0.1900,0.0500,1.0000
2026-12-05T00:55:38.358,0.1900,-0.0500,1.0000
2026-12-05T00:55:38.362,0.2300,0.0000,1.0000
2026-12-05T00:55:38.385,0.1400,0.0000,1.0000
2026-12-05T00:55:38.402,0.1400,-0.0500,1.0000
2026-12-05T00:55:38.405,0.1900,-0.0500,1.0000
2026-12-05T00:55:38.410,0.1400,0.0000,1.0000
2026-12-05T00:55:38.415,0.1900,0.0000,1.0000
2026-12-05T00:55:38.447,0.1900,0.0500,1.0000
2026-12-05T00:55:38.462,0.1400,-0.0900,1.0000
2026-12-05T00:55:38.467,0.1900,0.0000,1.0000
2026-12-05T00:55:38.488,0.1900,0.0500,1.0000
2026-12-05T00:55:38.493,0.1900,0.0000,1.0000
2026-12-05T00:55:38.509,0.1900,-0.0500,1.0000
2026-12-05T00:55:38.525,0.0900,0.0000,1.0000
2026-12-05T00:55:38.540,0.1900,0.0000,1.0000
2026-12-05T00:55:38.632,0.1900,0.0000,1.0000
2026-12-05T00:55:38.725,0.1900,0.0500,1.0000
2026-12-05T00:55:38.834,0.1400,0.0000,1.0000
2026-12-05T00:55:38.917,0.1400,0.0000,1.0000
2026-12-05T00:55:39.035,0.1900,0.0000,1.0000
2026-12-05T00:55:39.121,0.1900,0.0000,1.0000
2026-12-05T00:55:39.237,0.1900,0.0000,1.0000
2026-12-05T00:55:39.326,0.1400,0.0500,1.0000
2026-12-05T00:55:39.441,0.2300,0.0000,1.0000
2026-12-05T00:55:39.549,0.1900,0.0000,1.0000
2026-12-05T00:55:39.657,0.1400,-0.0500,1.0000
2026-12-05T00:55:39.735,0.1900,0.0000,1.0000
2026-12-05T00:55:39.860,0.1400,-0.0500,1.0000
2026-12-05T00:55:39.954,0.1900,0.0000,1.0000
2026-12-05T00:55:40.063,0.1900,0.0000,1.0000
2026-12-05T00:55:40.157,0.1900,-0.0500,1.0000
2026-12-05T00:55:40.252,0.1900,0.0000,1.0000
2026-12-05T00:55:40.355,0.1900,0.0000,1.0000
2026-12-05T00:55:40.457,0.1900,0.0000,1.0000
2026-12-05T00:55:40.564,0.1900,0.0000,1.0000
2026-12-05T00:55:40.683,0.1400,0.0000,1.0000
2026-12-05T00:55:40.828,0.0900,0.0000,1.0000
2026-12-05T00:55:40.869,0.1400,0.0000,1.0000
2026-12-05T00:55:40.968,0.1900,0.0000,1.0000
2026-12-05T00:55:41.071,0.1900,0.0500,1.0000
2026-12-05T00:55:41.196,0.1900,0.0000,1.0000
2026-12-05T00:55:41.289,0.1400,0.0000,1.0000
2026-12-05T00:55:41.398,0.1400,0.0000,1.0000
2026-12-05T00:55:41.491,0.1400,0.0000,1.0000
2026-12-05T00:55:41.600,0.1900,0.0000,1.0000
2026-12-05T00:55:41.684,0.1900,0.0000,1.0000
2026-12-05T00:55:41.801,0.1900,-0.0500,1.0000
2026-12-05T00:55:41.888,0.1900,0.0000,1.0000
2026-12-05T00:55:42.002,0.1900,0.0000,1.0000
2026-12-05T00:55:42.094,0.1900,-0.0500,1.0000
2026-12-05T00:55:42.219,0.1900,0.0000,1.0000
2026-12-05T00:55:42.313,0.1900,0.0000,1.0000
2026-12-05T00:55:42.419,0.1900,-0.0500,1.0000
2026-12-05T00:55:42.512,0.1400,0.0000,1.0000
2026-12-05T00:55:42.622,0.1900,0.0000,1.0000
2026-12-05T00:55:42.731,0.1400,-0.0500,1.0000
2026-12-05T00:55:42.809,0.1400,0.0000,1.0000
2026-12-05T00:55:42.933,0.1900,-0.0500,1.0000
2026-12-05T00:55:43.027,0.1900,0.0000,1.0000
2026-12-05T00:55:43.135,0.1900,-0.0500,1.0000
2026-12-05T00:55:43.229,0.1900,0.0500,1.0000
2026-12-05T00:55:43.353,0.1900,-0.0500,1.0000
